;Produit;Prix 1;Prix 2;Prix 3;Prix 4;Prix 5;Prix 6;Prix 7;Prix 8;Prix 9;Prix 10;Prix 11;Prix 12
176; KIWI Gold Italie cat.I colis 5,6kg (le plateau) ;  ;  ;  ;  ;  ; 24.88; 25.50; 26.25; 27.62; 28.20;  ;  
177; KIWI Gold Nouvelle-Zélande cat.I colis 5,6kg (le colis) ; 25.50; 23.40; 25.25; 24.80; 25.88; 26.50;  ;  ;  ;  ; 27.00; 26.50
178; KIWI Hayward Chili cat.I colis (les 3kg) ;  ; 9.00; 9.19; 8.50; 8.25;  ;  ;  ;  ;  ;  ;  
179; KIWI Hayward France cat.I colis (les 3kg) ; 9.75;  ;  ;  ;  ; 11.00; 10.50; 10.50; 10.62; 10.70; 11.00; 10.67
180; KIWI Hayward Grèce cat.I (le kg) ;  ;  ;  ;  ; 1.49; 1.50; 1.50; 1.51; 1.57; 1.58; 1.70; 1.60
181; KIWI Hayward Grèce cat.I colis (le kg) ;  ;  ;  ;  ; 1.50;  ;  ;  ;  ;  ;  ;  
182; KIWI Hayward Grèce cat.I colis (les 3kg) ;  ;  ;  ;  ; 8.50; 5.88; 5.67; 5.75; 5.88; 5.40;  ;  
183; KIWI Hayward Italie cat.I cal.inconnu colis (le kg) ;  ;  ;  ; 1.90; 1.76; 1.66; 1.68; 1.74; 1.80; 1.77; 2.00; 1.83
184; KIWI Hayward Italie cat.I colis (les 3kg) ; 7.62;  ;  ; 8.00; 7.38; 6.81; 7.00; 7.06; 7.31; 6.90; 7.50; 7.67
185; CLÉMENTINE Portugal cat.I (le kg) ;  ;  ;  ;  ; 2.40;  ;  ;  ;  ;  ;  ;  
186; CLÉMENTINE Rubi Espagne cat.I 2 (le kg) ;  ;  ;  ;  ; 2.32;  ;  ;  ;  ;  ;  ;  
187; CLÉMENTINE Rubi Portugal cat.I 2 (le kg) ;  ;  ;  ;  ; 2.03;  ;  ;  ;  ;  ;  ;  
188; CLÉMENTINE Corse feuille cat.I 2 (le kg) ;  ;  ;  ;  ;  ; 3.38;  ;  ;  ;  ;  ;  
189; CLÉMENTINE de marque Espagne cat.I 2 (le kg) ;  ;  ;  ;  ; 2.36; 1.82; 1.50; 2.07; 1.69; 1.88; 2.90; 3.15
190; CLÉMENTINE Import cat.I 2 (le kg) ;  ;  ;  ; 2.60; 2.62; 1.38;  ; 1.97; 1.62; 2.06; 2.60;  
191; CLÉMENTINE Berkane Maroc cat.I 1 (le kg) ;  ;  ;  ;  ;  ;  ; 1.02;  ;  ;  ;  ;  
192; CLÉMENTINE Clémenrubi Portugal feuille cat.I 2-3 cagette (le kg) ;  ;  ;  ;  ;  ;  ; 1.60;  ;  ;  ;  ;  
193; CLÉMENTINE Corse feuille cat.I 2 (le kg) ;  ;  ;  ;  ; 3.80; 3.70; 3.74; 4.00;  ;  ;  ;  
194; CLÉMENTINE Corse feuille cat.I 3 (le kg) ;  ;  ;  ;  ; 3.70; 3.31; 3.40; 3.70;  ;  ;  ;  
195; CLÉMENTINE Corse feuille cat.I 4 (le kg) ;  ;  ;  ;  ; 3.30; 2.77; 2.60;  ;  ;  ;  ;  
196; CLÉMENTINE Corse feuille cat.I 5 (le kg) ;  ;  ;  ;  ; 2.65; 2.50; 2.40;  ;  ;  ;  ;  
197; CLÉMENTINE Espagne feuille cat.I 2 (le kg) ;  ;  ;  ;  ; 2.16; 1.65; 1.33; 1.25; 1.20;  ;  ;  
198; CLÉMENTINE Or de marque Israël cat.I 1-X (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ; 2.62; 2.52; 3.10; 3.20
199; CLÉMENTINE Or Israël cat.I 1-X (le kg) ;  ;  ;  ;  ;  ;  ;  ; 2.42; 2.09; 2.01; 2.57;  
200; CLÉMENTINE Or Israël cat.I 1-XX (le kg) ;  ;  ;  ;  ;  ;  ;  ; 2.75; 2.36; 2.12;  ;  
201; CLÉMENTINE Oronules Espagne cat.I 1 (le kg) ;  ;  ;  ;  ; 2.00; 2.00;  ;  ;  ;  ;  ;  
202; CLÉMENTINE Clémenvilla Espagne cat.I 1 (le kg) ;  ;  ;  ;  ;  ;  ; 1.65; 1.73; 1.80;  ;  ;  
203; CLÉMENTINE Corse cat.I 1 (le kg) ;  ;  ;  ;  ; 3.80; 3.80; 3.80; 3.80;  ;  ;  ;  
204; CLÉMENTINE Corse cat.I 2 (le kg) ;  ;  ;  ;  ;  ; 3.70; 3.69; 3.74;  ;  ;  ;  
205; CLÉMENTINE Corse cat.I 3 (le kg) ;  ;  ;  ;  ; 3.69; 3.53; 3.48; 3.60;  ;  ;  ;  
206; CLÉMENTINE Corse cat.I 4 (le kg) ;  ;  ;  ;  ; 3.46; 3.29; 2.81; 2.80;  ;  ;  ;  
207; KIWI Hayward Nouvelle-Zélande cat.I colis (le kg) ; 2.65; 2.58; 2.59; 2.43; 2.50; 2.60;  ;  ;  ;  ;  ;  
208; KIWI Hayward Nouvelle-Zélande cat.I colis 5,6kg (le colis) ; 18.00; 17.80; 19.75; 21.20; 21.50; 21.00; 20.50;  ;  ;  ;  ;  
209; KIWI Gold France cat.I plateau (le kg) ;  ;  ;  ;  ; 6.53; 4.95; 5.19; 5.61; 5.61;  ;  ;  
210; KIWI Gold U.E. cat.I 84-97g vendu à la pièce (le kg) ;  ;  ;  ;  ; 4.00; 3.68; 5.50;  ;  ;  ;  ;  
211; KIWI Hayward France cat.I  95-105g(30 fruits) colis (le kg) ;  ;  ;  ;  ;  ; 3.75; 2.88; 2.86; 2.80; 2.89; 2.89; 2.80
212; KIWI Hayward Grèce cat.I  95-105g(30 fruits) colis (le kg) ;  ;  ;  ;  ; 2.33; 2.24; 1.78;  ;  ;  ;  ;  
213; KIWI Hayward Italie cat.I  95-105g(30 fruits) colis (le kg) ;  ;  ;  ;  ; 3.14; 2.58; 2.80;  ;  ;  ;  ;  
214; KIWI Hayward Nouvelle-Zélande cat.I 105-115g - 33 - colis de 92 colis (le kg) ;  ;  ;  ;  ; 3.25; 2.95;  ;  ;  ;  ;  ;  
215; KIWI Hayward Nouvelle-Zélande cat.I 115-125g - 30 - colis de 85 colis (le kg) ;  ;  ;  ;  ; 3.70;  ;  ;  ;  ;  ;  ;  
216; KIWI Hayward Nouvelle-Zélande cat.I 93-105g - 36 - colis de 102 colis (le kg) ;  ;  ;  ;  ; 3.80; 3.66; 3.60;  ;  ;  ;  ;  
217; KIWI Gold France cat.I 114-124g-30-colis de 48-5,6kg colis 5,6kg (le kg) ;  ;  ;  ;  ;  ; 4.60; 4.60; 5.90;  ;  ;  ;  
218; KIWI Gold France cat.I 81-92g-39-colis de 65-5,6kg colis 5,6kg (le kg) ;  ;  ;  ;  ; 5.80; 5.80;  ;  ;  ;  ;  ;  
219; KIWI Gold Nouvelle-Zélande cat.I 114-124g-30-colis de 48-5,6kg (le kg) ;  ; 5.24; 5.21; 5.21; 5.20;  ;  ;  ;  ;  ; 5.30; 5.30
220; KIWI Gold Nouvelle-Zélande cat.I 124-134g-27-colis de 44-5,6kg (le kg) ;  ; 5.80;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
221; KIWI Hayward France cat.I 105-115g(27 fruits) plateau 1rg (le kg) ;  ;  ;  ;  ;  ; 3.80; 3.83; 4.11;  ;  ;  ;  
222; KIWI Hayward France cat.I 115-125g(25 fruits) plateau 1rg (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ; 4.17; 4.30; 4.40; 4.54
223; KIWI Hayward France cat.I  85-95g(33 fruits) colis (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ; 3.20;  ;  ;  
224; KIWI Hayward France cat.I  85-95g(33 fruits) plateau 1rg (le kg) ;  ;  ;  ;  ;  ;  ;  ; 3.20; 3.35;  ;  ;  
225; KIWI Hayward France cat.I  95-105g(30 fruits) colis (le kg) ;  ;  ;  ;  ;  ; 3.37; 3.17; 2.55; 2.97; 2.89; 3.20;  
226; KIWI Hayward France cat.I colis (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 3.16; 3.07
227; KIWI Hayward Nouvelle-Zélande cat.I 105-115g - 33 - colis de 92 (le kg) ;  ; 3.32;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
228; KIWI Hayward Nouvelle-Zélande cat.I 93-105g - 36 - colis de 102 (le kg) ;  ; 3.05; 3.21; 3.23; 3.40; 3.52;  ;  ;  ;  ;  ;  
229; KIWI Gold Nouvelle-Zélande cat.I 114-124g-30-colis de 48-5,6kg colis (le kg) ; 5.05; 5.00; 4.95; 5.08; 4.80; 5.85;  ;  ;  ;  ;  ; 5.42
230; KIWI Hayward Chili cat.I colis (le kg) ;  ;  ; 2.50; 2.45; 2.32;  ;  ;  ;  ;  ;  ;  
231; KIWI Hayward France cat.I 105-115g(27 fruits) plateau (le colis) ;  ;  ;  ;  ;  ; 12.00; 11.90; 10.88; 11.00; 11.12; 11.40; 11.50
232; KIWI Hayward Italie cat.I plateau 1rg (le colis) ;  ;  ;  ; 2.30;  ;  ;  ;  ;  ;  ;  ;  
233; KIWI Hayward Nouvelle-Zélande cat.I (le kg) ; 2.95; 3.00; 2.90; 3.15; 2.96; 3.15; 3.45;  ;  ;  ;  ;  
234; KIWI Hayward Nouvelle-Zélande cat.I 93-105g - 36 - colis de 102 colis (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 3.30
235; KIWI Hayward U.E. cat.I 105-115g(27 fruits) colis (le kg) ;  ;  ;  ; 2.20; 1.89; 1.80; 1.90; 1.88; 1.85; 1.85; 2.14; 2.27
236; KIWI Gold France cat.I 105-115g(27 fruits) (le kg) ;  ;  ;  ;  ;  ;  ; 4.80; 4.91;  ;  ;  ;  
237; KIWI Gold Nouvelle-Zélande cat.I 105-114g-33-colis de 52-5,6kg (le kg) ;  ;  ; 5.25; 5.20; 5.20; 5.20;  ;  ;  ;  ; 5.40; 5.40
238; KIWI Gold Nouvelle-Zélande cat.I 114-124g-30-colis de 48-5,6kg (le kg) ; 4.96; 5.00; 5.37; 5.40; 5.30; 5.30;  ;  ;  ;  ;  ;  
239; KIWI Hayward France cat.I 105-115g(27 fruits) plateau 1rg (le kg) ;  ;  ;  ;  ; 3.60; 3.60; 3.69; 3.75; 4.00; 4.08; 4.47; 4.60
240; KIWI Hayward France cat.I  75-80g(39 fruits) colis (le kg) ;  ;  ;  ;  ; 2.40; 2.57; 2.60; 2.60; 2.65; 2.90; 2.98; 3.00
241; KIWI Hayward France cat.I  85-95g(33 fruits) plateau 1rg (le kg) ;  ;  ;  ;  ;  ; 3.35; 3.39; 3.36; 3.50; 3.58; 4.10;  
242; KIWI Hayward France cat.I  95-105g(30 fruits) plateau 1rg (le kg) ;  ;  ;  ;  ;  ; 3.55; 3.55; 3.48; 3.60; 3.68; 4.23; 4.50
243; KIWI Hayward Nouvelle-Zélande cat.I 105-115g - 33 - colis de 92 (le kg) ;  ;  ; 3.44; 3.45; 3.50; 3.50; 3.50;  ;  ;  ;  ;  
244; KIWI Hayward Nouvelle-Zélande cat.I 115-125g-30-colis de 48-5,6kg (le kg) ; 3.40;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
245; KIWI Hayward Nouvelle-Zélande cat.I 124-134g-27-colis de 44-5,6kg colis 5,6kg (le kg) ; 3.70;  ; 4.50; 4.50;  ;  ;  ;  ;  ;  ;  ;  
246; KIWI Hayward Nouvelle-Zélande cat.I 82-93g - 39 - colis de 115 (le kg) ; 2.70; 2.90; 2.98; 3.00; 3.00; 3.00; 3.00;  ;  ;  ;  ; 3.33
247; KIWI Gold Import biologique (le kg) ; 7.00; 6.83; 6.88; 6.83; 6.94; 7.40;  ;  ;  ;  ;  ;  
248; KIWI Gold U.E. biologique (le kg) ;  ;  ;  ;  ;  ; 4.35; 5.46; 6.12; 5.96;  ;  ;  
249; KIWI Hayward France biologique (le kg) ;  ;  ;  ;  ;  ; 3.96; 3.77; 3.76; 3.73; 3.82; 4.13; 3.42
250; KIWI Hayward Import biologique (le kg) ; 4.24; 4.20; 3.77; 3.92; 4.17; 4.28;  ;  ;  ;  ;  ;  
251; KIWI Hayward U.E. biologique (le kg) ; 3.31;  ;  ; 4.13; 3.09; 2.92; 2.86;  ;  ;  ; 2.93; 3.17
252; KIWI Gold France cat.I  85-95g(33 fruits) plateau (le kg) ;  ;  ;  ;  ;  ;  ; 4.21; 4.35;  ;  ;  ;  
253; KIWI Gold Import cat.I  75-80g(39 fruits) plateau (le kg) ;  ;  ;  ;  ; 5.49; 3.88; 3.30;  ;  ;  ;  ;  
254; KIWI Hayward France cat.I  95-105g(30 fruits) plateau (le kg) ;  ;  ;  ;  ;  ;  ;  ; 2.05;  ;  ;  ;  
255; KIWI Hayward U.E. cat.I  85-95g(33 fruits) plateau (le kg) ;  ;  ;  ;  ; 2.84; 2.41; 1.88; 2.34; 2.55; 2.54; 2.64; 2.85
256; KIWI Gold France cat.I  85-95g(33 fruits) colis 5,6kg (le kg) ;  ;  ;  ;  ;  ; 5.20; 5.29; 5.30;  ;  ;  ;  
257; KIWI Gold Italie cat.I  85-95g(33 fruits) colis 5,6kg (le kg) ;  ;  ;  ;  ;  ;  ;  ; 5.88;  ;  ;  ;  
258; CLÉMENTINE Espagne cat.I 1 (le kg) ;  ;  ;  ;  ; 2.61; 1.95; 1.90; 1.90; 1.90;  ;  ;  
259; CLÉMENTINE Espagne cat.I 2 (le kg) ;  ;  ;  ; 2.73; 2.45; 1.71; 1.50; 1.50; 1.50;  ;  ;  
260; CLÉMENTINE Espagne cat.I 3 (le kg) ;  ;  ;  ; 2.30; 2.23; 1.51; 1.20; 1.20; 1.26; 1.80;  ;  
261; CLÉMENTINE Espagne feuille cat.I 2 plateau (le kg) ;  ;  ;  ;  ; 2.38; 1.80; 1.60; 1.60; 1.66; 2.20;  ;  
262; CLÉMENTINE Espagne feuille cat.I 3 plateau (le kg) ;  ;  ;  ;  ; 2.26; 1.72; 1.50; 1.50; 1.50;  ;  ;  
263; CLÉMENTINE Import cat.I 1 (le kg) ;  ; 3.20; 3.07; 2.90;  ;  ;  ;  ;  ;  ;  ;  
264; CLÉMENTINE Import cat.I 2 plateau (le kg) ;  ;  ; 2.60; 2.42;  ;  ;  ;  ;  ;  ;  ;  
265; CLÉMENTINE Import cat.I 3 plateau (le kg) ;  ;  ;  ; 1.90; 1.90;  ;  ;  ;  ;  ;  ;  
266; CLÉMENTINE Maroc cat.I 2 plateau (le kg) ;  ;  ;  ;  ; 1.90; 1.67; 1.55; 1.51; 1.51;  ;  ;  
267; CLÉMENTINE Maroc cat.I 3 plateau (le kg) ;  ;  ;  ;  ; 1.60; 1.52; 1.40; 1.36; 1.43; 1.75;  ;  
268; CLÉMENTINE Maroc cat.I 4 plateau (le kg) ;  ;  ;  ;  ;  ; 1.11; 1.10; 1.10; 1.11;  ;  ;  
269; CLÉMENTINE Or Espagne cat.I 1 (le kg) ;  ;  ;  ;  ;  ;  ;  ; 3.00; 2.82; 2.89; 3.00;  
270; CLÉMENTINE Or Espagne cat.I 2 (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ; 2.50; 2.54; 2.85;  
271; CLÉMENTINE Or Espagne cat.I 3 (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 2.50; 2.50;  
272; CLÉMENTINE Or Israël cat.I 1 (le kg) ;  ;  ;  ;  ;  ;  ;  ; 2.92; 2.79; 2.77; 3.01; 3.10
273; CLÉMENTINE Or Israël cat.I 2 (le kg) ;  ;  ;  ;  ;  ;  ;  ; 2.54; 2.14; 2.48; 2.74; 3.04
274; CLÉMENTINE Or Israël cat.I 3 (le kg) ;  ;  ;  ;  ;  ;  ;  ; 1.80; 1.80; 1.91; 2.25;  
275; CLÉMENTINE Or Israël cat.II 1 (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ; 1.80; 1.97; 2.52;  
276; CLÉMENTINE Or Israël cat.II 2 (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ; 1.70; 1.87; 2.39; 2.70
277; CLÉMENTINE Or Israël cat.II 3 (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ; 1.40; 1.40; 1.85; 2.10
278; CLÉMENTINE Portugal feuille cat.I 1 (le kg) ;  ;  ;  ; 2.83; 2.72; 1.88; 1.77; 1.70;  ; 2.50;  ;  
279; CLÉMENTINE Portugal feuille cat.I 2 (le kg) ;  ;  ;  ; 2.32; 2.33; 1.72; 1.65; 1.64; 1.65;  ;  ;  
280; CLÉMENTINE Portugal feuille cat.I 3 (le kg) ;  ;  ;  ;  ; 2.13; 1.59; 1.50; 1.50; 1.52; 1.80;  ;  
281; CLÉMENTINE Corse feuille biologique (le kg) ;  ;  ;  ;  ;  ; 4.09; 3.90;  ;  ;  ;  ;  
282; CLÉMENTINE U.E. biologique (le kg) ;  ;  ;  ;  ; 2.79; 2.17; 1.86; 1.99; 2.13; 2.52; 2.31;  
283; CLÉMENTINE Clémenvilla U.E. cat.I 1 plateau (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ; 1.40;  ;  ;  
284; CLÉMENTINE Corse feuille cat.I 3 plateau (le kg) ;  ;  ;  ;  ; 3.98; 3.95; 3.80; 3.90;  ;  ;  ;  
285; CLÉMENTINE Or Israël feuille cat.I (le kg) ;  ;  ;  ;  ;  ;  ;  ; 2.08; 2.30; 2.42; 3.24; 3.40
286; CLÉMENTINE U.E. feuille cat.I (le kg) ;  ;  ;  ;  ; 2.17; 1.85; 1.69; 1.80; 2.05; 2.31; 2.64; 2.85
287; CLÉMENTINE Berkane Maroc cat.I 2 (le kg) ;  ;  ;  ;  ; 1.20; 1.08; 1.05; 1.14;  ;  ;  ;  
288; CLÉMENTINE Berkane Maroc cat.I 3 (le kg) ;  ;  ;  ;  ;  ;  ; 0.94; 0.99;  ;  ;  ;  
289; CLÉMENTINE Clémenrubi Espagne cat.I 2 (le kg) ;  ;  ;  ; 2.88; 2.36;  ;  ;  ;  ;  ;  ;  
290; CLÉMENTINE Clémenrubi Espagne cat.I 3 (le kg) ;  ;  ;  ; 2.35; 1.73;  ;  ;  ;  ;  ;  ;  
291; CLÉMENTINE Clémenrubi Espagne extra 3 (le kg) ;  ;  ;  ;  ; 2.80;  ;  ;  ;  ;  ;  ;  
292; CLÉMENTINE Clémenvilla Espagne cat.I 1-X (le kg) ;  ;  ;  ;  ;  ;  ; 1.64; 1.30; 1.20;  ;  ;  
293; CLÉMENTINE Corse cat.I 3 (le kg) ;  ;  ;  ;  ; 3.50; 3.71; 3.54; 3.93;  ;  ;  ;  
294; CLÉMENTINE Corse cat.I 4 (le kg) ;  ;  ;  ;  ; 3.30; 3.04; 2.90;  ;  ;  ;  ;  
295; CLÉMENTINE Hernandina Espagne cat.I 1 colis 10kg (le kg) ;  ;  ;  ;  ;  ;  ;  ; 1.15; 1.15;  ;  ;  
296; CLÉMENTINE Nour Maroc cat.I 1 colis 10kg (le kg) ;  ;  ;  ;  ;  ;  ;  ; 1.36;  ;  ;  ;  
297; CLÉMENTINE Nour Maroc cat.I 2 (le kg) ;  ;  ;  ;  ;  ;  ;  ; 1.29;  ;  ;  ;  
298; CLÉMENTINE Nules Espagne cat.I 1 (le kg) ;  ;  ;  ;  ;  ; 1.34; 1.09; 1.10;  ;  ;  ;  
299; CLÉMENTINE Nules Espagne cat.I 2 (le kg) ;  ;  ;  ;  ;  ; 1.18; 0.99; 1.00;  ;  ;  ;  
300; CLÉMENTINE Nules Espagne cat.I 3 (le kg) ;  ;  ;  ;  ;  ; 0.98; 0.79; 0.80;  ;  ;  ;  
301; CLÉMENTINE Nules Espagne extra 1 colis 10kg (le kg) ;  ;  ;  ;  ;  ; 1.84; 1.70; 1.79; 1.80;  ;  ;  
302; CLÉMENTINE Nules Espagne extra 2 colis 10kg (le kg) ;  ;  ;  ;  ;  ; 1.74; 1.64; 1.74;  ;  ;  ;  
303; KIWI Gold Nouvelle-Zélande cat.I 114-124g-30-colis de 48-5,6kg (le kg) ; 4.50; 4.50; 4.50; 4.71; 5.20; 5.20;  ;  ;  ;  ; 5.35; 5.00
304; KIWI Hayward Chili cat.I  95-105g(30 fruits) colis (le kg) ; 2.50; 2.35; 2.30; 2.30;  ;  ;  ;  ;  ;  ;  ;  
305; KIWI Hayward France cat.I 105-115g(27 fruits) colis (le kg) ;  ;  ;  ;  ;  ; 3.31; 3.30; 3.30; 3.30; 3.34; 3.60; 3.70
306; KIWI Hayward France cat.I  95-105g(30 fruits) colis (le kg) ;  ;  ;  ;  ;  ; 2.86; 2.60; 2.60; 2.60; 2.72; 3.10; 3.20
307; KIWI Hayward France cat.I  95-105g(30 fruits) plateau 1rg (le kg) ;  ;  ;  ;  ;  ; 3.45; 3.20; 3.20; 3.20; 3.23; 3.40; 3.50
308; KIWI Hayward Grèce cat.I  85-95g(33 fruits) (le kg) ;  ;  ;  ;  ;  ; 1.39; 1.40; 1.40; 1.40; 1.50; 1.60;  
309; KIWI Hayward Grèce cat.I  95-105g(30 fruits) (le kg) ;  ;  ;  ;  ;  ; 1.46; 1.50; 1.50; 1.50; 1.60; 1.70;  
310; KIWI Hayward Nouvelle-Zélande cat.I 105-115g(27 fruits) colis 5,6kg (le kg) ; 3.30; 3.30;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
311; KIWI Hayward Nouvelle-Zélande cat.I 125-135g - 27 - colis de 78 (le kg) ;  ; 3.26; 3.20; 3.33; 3.60; 3.60;  ;  ;  ;  ;  ; 3.50
312; KIWI Hayward Nouvelle-Zélande cat.I  80-85g(36 fruits) colis (le kg) ; 2.90; 2.84; 2.80; 2.90; 3.20; 3.20;  ;  ;  ;  ;  ; 2.95
313; KIWI Hayward Nouvelle-Zélande cat.I  85-95g(33 fruits) colis (le kg) ; 3.00; 3.05; 3.00; 3.09; 3.30; 3.30;  ;  ;  ;  ;  ; 3.26
314; KIWI Gold France biologique (le kg) ;  ;  ;  ;  ;  ; 5.75; 6.20;  ;  ;  ;  ;  
315; KIWI Gold Import biologique (le kg) ; 6.62; 6.17; 6.46; 6.61; 6.30; 6.46;  ;  ;  ;  ;  ;  
316; KIWI Gold U.E. biologique (le kg) ;  ;  ;  ;  ;  ; 4.16; 4.27; 4.84; 4.96; 6.15; 5.21;  
317; KIWI Hayward France biologique (le kg) ; 4.03;  ;  ;  ; 3.90; 3.55; 3.47; 3.58; 3.60; 3.79; 3.87; 3.67
318; KIWI Hayward Import biologique (le kg) ; 3.96; 3.96; 3.97; 4.28; 3.46; 3.80;  ;  ;  ;  ;  ;  
319; KIWI Hayward U.E. biologique (le kg) ; 3.93; 4.37;  ; 3.90; 3.16; 2.89; 2.63; 2.74; 2.60; 2.54; 2.66; 2.85
320; KIWI Gold Italie cat.I  95-105g(30 fruits) plateau 1rg (la pièce) ;  ;  ;  ;  ;  ;  ;  ;  ; 0.95;  ;  ;  
321; KIWI Gold Nouvelle-Zélande cat.I plateau 1rg (la pièce) ; 0.72; 0.71; 0.73; 0.74; 0.74; 0.71; 0.72;  ;  ;  ; 0.77; 0.82
322; KIWI Hayward France cat.I (la pièce) ;  ;  ;  ;  ;  ; 0.53; 0.46; 0.46; 0.45; 0.50; 0.54; 0.56
323; KIWI Hayward Italie cat.I (le kg) ; 3.17; 3.13;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
324; KIWI Hayward Italie cat.I  80-85g(36 fruits) plateau 1rg (la pièce) ; 0.47;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
325; KIWI Hayward Nouvelle-Zélande cat.I  75-80g(39 fruits) plateau 1rg (la pièce) ; 0.47; 0.57; 0.64; 0.65; 0.65; 0.65;  ;  ;  ;  ;  ;  
326; KIWI vert U.E. cat.I 105-115g - 33 - colis de 92 colis (la pièce) ;  ;  ;  ;  ;  ; 0.31; 0.26; 0.26; 0.28; 0.30; 0.32; 0.41
327; KIWI vert UE (hors Fr.) cat.I (le kg) ;  ;  ;  ; 2.54; 2.39; 1.98; 1.92; 1.92; 1.86; 1.94; 1.97; 2.06
328; KIWI Gold Nouvelle-Zélande cat.I 105-114g-33-colis de 52-5,6kg (le colis) ;  ; 27.50; 28.00; 28.33; 29.00;  ;  ;  ;  ;  ;  ;  
329; KIWI Gold Nouvelle-Zélande cat.I 114-124g-30-colis de 48-5,6kg (le colis) ; 28.25; 28.00;  ; 28.33; 29.00;  ;  ;  ;  ;  ;  ;  
330; KIWI Gold Nouvelle-Zélande cat.I 81-92g-39-colis de 65-5,6kg (le colis) ;  ;  ;  ;  ; 26.00;  ;  ;  ;  ;  ;  ;  
331; KIWI Hayward France cat.I  85-95g(33 fruits) colis (le kg) ;  ;  ;  ;  ;  ; 2.60; 2.60;  ;  ;  ;  ;  
332; KIWI Hayward Nouvelle-Zélande cat.I 105-115g - 33 - colis de 92 colis (le colis) ;  ; 32.00; 32.00; 31.56; 32.00;  ;  ;  ;  ;  ;  ;  
333; KIWI Hayward Nouvelle-Zélande cat.I 82-93g - 39 - colis de 115 (le colis) ;  ;  ;  ;  ; 28.00; 28.00;  ;  ;  ;  ;  ;  
334; KIWI Hayward Nouvelle-Zélande cat.I 93-105g - 36 - colis de 102 colis (le colis) ; 28.44; 28.62;  ; 31.56; 32.00;  ;  ;  ;  ;  ;  ;  
335; KIWI Hayward France biologique (le kg) ;  ;  ;  ;  ;  ;  ; 5.08; 4.76; 5.13; 5.26; 5.29; 5.39
336; KIWI Hayward France biologique vendu à la pièce (la pièce) ;  ;  ;  ;  ;  ;  ; 0.58; 0.58; 0.60; 0.61; 0.59; 0.59
337; KIWI Hayward U.E. biologique (le kg) ;  ;  ;  ;  ;  ; 5.33; 5.07; 4.88; 6.10; 6.37; 5.34; 5.12
338; KIWI Hayward U.E. biologique vendu à la pièce (la pièce) ;  ;  ;  ;  ;  ;  ; 0.69;  ;  ;  ;  ; 0.65
339; KIWI vert France biologique cdt 6 (le cdt 6) ;  ;  ;  ;  ;  ;  ; 3.53; 3.40; 3.25; 3.31; 3.38; 3.33
340; KIWI vert France cdt 1kg (le kg) ;  ;  ;  ;  ;  ; 3.50; 3.37; 3.13; 3.05; 3.13; 3.41; 3.35
341; KIWI vert France vrac (la pièce) ;  ;  ;  ;  ;  ; 0.54; 0.54; 0.48; 0.48; 0.49; 0.51; 0.51
342; KIWI vert hors Fr. biologique cdt 6 (le cdt 6) ;  ;  ;  ;  ; 3.49; 3.40; 3.30; 3.42;  ; 3.15; 3.11; 3.12
343; KIWI vert hors UE. cdt 1kg (le kg) ;  ;  ;  ;  ; 3.26; 3.38;  ;  ;  ;  ;  ;  
344; KIWI vert hors UE. vrac (la pièce) ;  ;  ;  ;  ; 0.57; 0.57; 0.52;  ;  ;  ;  ; 0.58
345; KIWI vert UE (hors Fr.) cdt 1kg (le kg) ;  ;  ;  ;  ; 2.97; 3.02; 2.95; 2.96; 3.13; 3.07; 3.09; 3.26
346; KIWI vert UE (hors Fr.) vrac (la pièce) ;  ;  ;  ;  ; 0.59; 0.64;  ;  ;  ;  ;  ; 0.53
347; CLÉMENTINE Or Espagne cat.I 1 (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ; 1.90; 2.23;  ;  
348; CLÉMENTINE Or Israël cat.I 1 (le kg) ;  ;  ;  ;  ;  ;  ;  ; 2.45; 2.02; 2.12; 2.50;  
349; CLÉMENTINE Or Israël cat.I 1-X (le kg) ;  ;  ;  ;  ;  ;  ;  ; 2.76; 2.09; 2.17;  ;  
350; CLÉMENTINE Or Israël cat.II 1-X (le kg) ;  ;  ;  ;  ;  ;  ;  ; 1.76; 1.52; 1.82;  ;  
351; CLÉMENTINE Or Israël extra 1 (le kg) ;  ;  ;  ;  ;  ;  ;  ; 2.80; 2.62; 2.70; 3.17;  
